Dish Name,Ingredients
BBQ Ribs,"brown sugar, garlic, BBQ sauce, spices, pork"
BBQ Ribs,"brown sugar, BBQ sauce, garlic, spices"
Shawarma,"chicken, cumin, garlic, yogurt, pita"
Turkey Sandwich,"cheese, bread, lettuce, tomato, turkey, mayonnaise"
Dim Sum,"soy sauce, shrimp, ginger, pork, dumpling wrapper"
Dim Sum,"pork, dumpling wrapper, shrimp, soy sauce, ginger"
Pad Thai,"egg, rice noodles, shrimp, peanut, lime"
Japanese Ramen,"broth, egg, scallions, pork"
Spanish Paella,"onions, seafood, saffron, rice, peppers"
Shawarma,"chicken, yogurt, pita, garlic, cumin"
Japanese Ramen,"broth, scallions, pork, ginger, egg, noodles"
Pasta Carbonara,"tomato sauce, basil, pasta, cheese, olive oil"
Butter Chicken,"chicken, curry powder, coconut milk, spices, onions"
Cereal,"honey, fruits, milk, oats"
Shawarma,"pita, chicken, garlic, yogurt"
Clam Chowder,"onion, potato, clam, celery"
Shawarma,"cumin, yogurt, garlic, chicken, pita"
Pancakes,"eggs, flour, sugar, vanilla"
Caesar Salad,"parmesan, chicken, lettuce, croutons"
Dim Sum,"dumpling wrapper, pork, shrimp, ginger, soy sauce"
Cereal,"oats, milk, nuts, honey"
Pad Thai,"lime, shrimp, egg, rice noodles, peanut"
BBQ Ribs,"spices, garlic, BBQ sauce, brown sugar"
Clam Chowder,"potato, cream, clam, onion, celery"
Turkey Sandwich,"bread, tomato, lettuce, cheese, mayonnaise, turkey"
Pancakes,"flour, eggs, sugar, vanilla, milk, butter"
Clam Chowder,"cream, celery, clam, potato, onion"
Greek Salad,"lettuce, dressing, feta cheese, tomato, cucumber"
Japanese Ramen,"noodles, broth, scallions, egg, ginger"
Turkey Sandwich,"bread, lettuce, mayonnaise, tomato, cheese"
Pho,"beef, chili, broth, basil"
Lasagna,"garlic, cheese, tomato sauce, onion, pasta, ground beef"
Grilled Chicken,"tomato, seasoning, chicken, lettuce"
Japanese Ramen,"scallions, broth, pork, ginger"
Japanese Ramen,"ginger, pork, scallions, broth, noodles"
Turkey Sandwich,"tomato, cheese, turkey, lettuce, mayonnaise, bread"
Greek Salad,"dressing, cucumber, lettuce, feta cheese, olives"
Lasagna,"cheese, pasta, onion, garlic, ground beef, tomato sauce"
BBQ Ribs,"BBQ sauce, brown sugar, pork, garlic"
Beef Steak,"garlic, beef, pepper, salt, butter"
Pad Thai,"shrimp, rice noodles, lime, peanut, egg"
Dim Sum,"ginger, soy sauce, pork, shrimp, dumpling wrapper"
Clam Chowder,"potato, cream, celery, clam, onion"
Chicken Biryani,"spices, saffron, chicken, yogurt, cardamom"
Cereal,"fruits, honey, nuts, milk"
Tacos,"cheese, salsa, lettuce, beef"
Pancakes,"eggs, vanilla, milk, flour, sugar, butter"
Cereal,"oats, nuts, honey, fruits, milk"
Butter Chicken,"coconut milk, chicken, curry powder, spices"
Spanish Paella,"peppers, seafood, saffron, rice"
Grilled Chicken,"tomato, garlic, lettuce, seasoning, chicken"
Grilled Chicken,"tomato, seasoning, chicken, lettuce, garlic"
Cereal,"milk, oats, nuts, fruits, honey"
Sushi,"salmon, seaweed, avocado, rice, soy sauce"
Pancakes,"milk, butter, flour, sugar"
Pancakes,"eggs, sugar, vanilla, milk, flour"
Chicken Biryani,"yogurt, chicken, rice, saffron"
Sushi,"avocado, rice, seaweed, soy sauce"
Japanese Ramen,"ginger, noodles, egg, scallions, broth"
Clam Chowder,"cream, onion, clam, celery, potato"
Cereal,"fruits, honey, nuts, milk"
Caesar Salad,"lettuce, Caesar dressing, croutons, parmesan, chicken"
Sushi,"salmon, avocado, rice, soy sauce, seaweed"
Lasagna,"pasta, ground beef, garlic, onion, tomato sauce"
Clam Chowder,"celery, potato, clam, onion, cream"
Sushi,"soy sauce, rice, seaweed, salmon, avocado"
Chicken Biryani,"spices, saffron, rice, cardamom"
Spanish Paella,"peppers, saffron, onions, seafood"
Pasta Carbonara,"cheese, tomato sauce, olive oil, pasta, basil"
Japanese Ramen,"egg, ginger, scallions, broth, pork"
Turkey Sandwich,"tomato, mayonnaise, lettuce, bread"
Cereal,"nuts, milk, honey, fruits"
Pad Thai,"peanut, egg, rice noodles, shrimp, lime"
Pho,"basil, broth, chili, rice noodles, lime"
BBQ Ribs,"brown sugar, spices, pork, BBQ sauce"
Tacos,"lettuce, tortilla, salsa, beef, cheese"
Pad Thai,"peanut, egg, shrimp, rice noodles, lime"
Shawarma,"garlic, chicken, cumin, pita, yogurt"
Spring Rolls,"cabbage, shrimp, carrots, rice paper, peanut sauce"
Clam Chowder,"cream, celery, potato, onion, clam"
Turkey Sandwich,"tomato, mayonnaise, lettuce, bread, turkey"
BBQ Ribs,"brown sugar, spices, garlic, BBQ sauce, pork"
Turkey Sandwich,"tomato, bread, turkey, mayonnaise, cheese, lettuce"
Clam Chowder,"cream, celery, clam, onion"
Dim Sum,"soy sauce, dumpling wrapper, pork, ginger"
Beef Steak,"garlic, salt, pepper, beef"
Pasta Carbonara,"olive oil, basil, cheese, tomato sauce, pasta"
Dim Sum,"ginger, soy sauce, dumpling wrapper, shrimp"
Cereal,"honey, oats, fruits, milk"
Butter Chicken,"spices, onions, coconut milk, chicken, curry powder"
Greek Salad,"cucumber, tomato, olives, dressing"
Clam Chowder,"celery, clam, potato, cream"
Turkey Sandwich,"mayonnaise, tomato, lettuce, cheese, bread"
Pad Thai,"peanut, egg, lime, rice noodles"
Clam Chowder,"onion, clam, celery, potato, cream"
Greek Salad,"lettuce, feta cheese, olives, cucumber, dressing, tomato"
Pasta Carbonara,"olive oil, basil, pasta, tomato sauce"
Dim Sum,"soy sauce, shrimp, dumpling wrapper, pork, ginger"
Lasagna,"onion, pasta, cheese, garlic, tomato sauce"
Pho,"rice noodles, lime, chili, broth"
Caesar Salad,"parmesan, chicken, Caesar dressing, croutons, lettuce"
Chicken Biryani,"rice, saffron, yogurt, spices, cardamom"
Caesar Salad,"croutons, parmesan, Caesar dressing, chicken, lettuce"
Beef Steak,"salt, butter, beef, garlic, pepper"
Omelette,"butter, salt, eggs, pepper, cheese, onions"
Shawarma,"yogurt, chicken, pita, garlic, cumin"
Grilled Chicken,"tomato, garlic, lettuce, seasoning, chicken"
Clam Chowder,"celery, clam, potato, cream, onion"
Pancakes,"butter, vanilla, eggs, sugar"
BBQ Ribs,"pork, brown sugar, BBQ sauce, spices, garlic"
Cereal,"milk, nuts, fruits, oats, honey"
Japanese Ramen,"pork, ginger, egg, noodles, scallions"
Butter Chicken,"coconut milk, chicken, onions, spices"
Japanese Ramen,"pork, scallions, ginger, noodles, egg"
Pad Thai,"rice noodles, lime, peanut, egg, shrimp"
BBQ Ribs,"brown sugar, garlic, pork, spices, BBQ sauce"
Butter Chicken,"coconut milk, chicken, onions, curry powder, spices"
Spring Rolls,"cabbage, peanut sauce, shrimp, rice paper"
Clam Chowder,"celery, cream, potato, onion, clam"
Spring Rolls,"cabbage, carrots, rice paper, peanut sauce, shrimp"
Pad Thai,"egg, peanut, shrimp, rice noodles"
Pancakes,"vanilla, milk, flour, eggs"
Shawarma,"garlic, chicken, yogurt, cumin, pita"
Shawarma,"garlic, pita, chicken, cumin, yogurt"
Pho,"broth, chili, lime, rice noodles"
Pho,"broth, lime, chili, basil"
Spring Rolls,"peanut sauce, cabbage, shrimp, carrots"
Caesar Salad,"lettuce, chicken, parmesan, croutons, Caesar dressing"
Shawarma,"yogurt, chicken, cumin, pita"
Grilled Chicken,"lettuce, tomato, garlic, seasoning, chicken"
Pasta Carbonara,"tomato sauce, pasta, basil, cheese, olive oil"
Cereal,"oats, fruits, milk, nuts"
Butter Chicken,"spices, chicken, curry powder, onions, coconut milk"
Sushi,"rice, avocado, soy sauce, salmon"
Dim Sum,"dumpling wrapper, shrimp, pork, soy sauce"
Cereal,"nuts, oats, fruits, honey"
Caesar Salad,"croutons, Caesar dressing, lettuce, parmesan, chicken"
Clam Chowder,"onion, celery, potato, cream, clam"
Pasta Carbonara,"basil, olive oil, cheese, tomato sauce, pasta"
Pasta Carbonara,"basil, cheese, tomato sauce, pasta"
Dim Sum,"soy sauce, ginger, pork, shrimp, dumpling wrapper"
Greek Salad,"cucumber, feta cheese, dressing, lettuce, tomato"
Clam Chowder,"celery, potato, onion, cream, clam"
Pasta Carbonara,"olive oil, basil, cheese, tomato sauce, pasta"
Spanish Paella,"peppers, seafood, rice, saffron"
Beef Steak,"garlic, pepper, salt, butter"
Shawarma,"cumin, yogurt, pita, garlic, chicken"
Grilled Chicken,"tomato, garlic, chicken, lettuce, seasoning"
Pasta Carbonara,"tomato sauce, cheese, pasta, olive oil, basil"
Pho,"basil, broth, rice noodles, chili"
Cereal,"oats, honey, nuts, milk"
Shawarma,"cumin, chicken, garlic, pita, yogurt"
Pad Thai,"egg, shrimp, rice noodles, peanut, lime"
Pad Thai,"egg, rice noodles, peanut, shrimp, lime"
Shawarma,"chicken, garlic, pita, cumin, yogurt"
Japanese Ramen,"ginger, egg, scallions, broth"
Cereal,"fruits, honey, nuts, milk, oats"
Omelette,"cheese, butter, onions, eggs"
Cereal,"nuts, honey, milk, oats, fruits"
Pad Thai,"egg, peanut, rice noodles, lime, shrimp"
Pho,"beef, basil, rice noodles, lime, chili"
Beef Steak,"garlic, butter, pepper, salt, beef"
Shawarma,"pita, chicken, yogurt, cumin, garlic"
Spanish Paella,"rice, peppers, seafood, onions"
Greek Salad,"tomato, feta cheese, olives, dressing"
Chicken Biryani,"yogurt, chicken, spices, rice"
Japanese Ramen,"pork, ginger, scallions, broth, egg, noodles"
Lasagna,"onion, tomato sauce, garlic, cheese"
Caesar Salad,"parmesan, chicken, Caesar dressing, croutons, lettuce"
Turkey Sandwich,"bread, lettuce, turkey, cheese, mayonnaise"
Cereal,"oats, milk, fruits, honey, nuts"
Tacos,"tortilla, beef, lettuce, cheese, salsa"
Greek Salad,"dressing, lettuce, tomato, feta cheese"
Turkey Sandwich,"tomato, cheese, bread, lettuce, turkey, mayonnaise"
Beef Steak,"beef, salt, garlic, pepper, butter"
Pho,"rice noodles, broth, lime, basil, chili"
Grilled Chicken,"lettuce, tomato, seasoning, garlic, chicken"
Caesar Salad,"Caesar dressing, chicken, parmesan, lettuce, croutons"
Beef Steak,"pepper, butter, garlic, salt, beef"
Chicken Biryani,"yogurt, chicken, cardamom, saffron, spices, rice"
Omelette,"onions, pepper, butter, eggs, cheese, salt"
Omelette,"eggs, onions, salt, pepper, butter, cheese"
Spanish Paella,"rice, seafood, peppers, saffron, onions"
Japanese Ramen,"broth, egg, scallions, pork, noodles, ginger"
BBQ Ribs,"brown sugar, BBQ sauce, spices, pork, garlic"
Butter Chicken,"curry powder, spices, onions, chicken, coconut milk"
Beef Steak,"garlic, salt, butter, pepper"
Clam Chowder,"potato, cream, celery, onion"
Pasta Carbonara,"cheese, basil, pasta, tomato sauce, olive oil"
Shawarma,"pita, chicken, yogurt, garlic"
Tacos,"cheese, salsa, lettuce, tortilla, beef"
Spanish Paella,"peppers, rice, seafood, saffron, onions"
Pad Thai,"shrimp, lime, egg, rice noodles"
Clam Chowder,"cream, potato, onion, celery, clam"
Greek Salad,"olives, tomato, dressing, feta cheese"
Turkey Sandwich,"cheese, mayonnaise, tomato, bread"
Sushi,"avocado, soy sauce, rice, salmon, seaweed"
Sushi,"avocado, soy sauce, rice, seaweed, salmon"
Japanese Ramen,"ginger, pork, noodles, scallions, broth, egg"
Greek Salad,"tomato, olives, dressing, feta cheese"
Greek Salad,"dressing, olives, lettuce, feta cheese, tomato"
Sushi,"seaweed, soy sauce, avocado, salmon, rice"
Caesar Salad,"croutons, Caesar dressing, parmesan, lettuce, chicken"
Spring Rolls,"peanut sauce, carrots, shrimp, cabbage, rice paper"
Butter Chicken,"onions, chicken, spices, curry powder, coconut milk"
Pho,"chili, lime, basil, beef, broth"
Omelette,"cheese, butter, eggs, pepper, salt, onions"
Pho,"beef, rice noodles, lime, basil"
Greek Salad,"dressing, lettuce, olives, feta cheese"
Pad Thai,"egg, shrimp, peanut, rice noodles, lime"
Sushi,"soy sauce, rice, avocado, seaweed"
Pancakes,"milk, butter, flour, sugar"
Clam Chowder,"onion, cream, potato, celery, clam"
Greek Salad,"dressing, tomato, cucumber, feta cheese, olives, lettuce"
Chicken Biryani,"saffron, cardamom, chicken, spices"
Lasagna,"garlic, cheese, ground beef, onion"
Cereal,"milk, nuts, oats, fruits"
Spanish Paella,"rice, onions, peppers, saffron, seafood"
BBQ Ribs,"spices, garlic, BBQ sauce, pork"
Clam Chowder,"cream, celery, onion, clam"
Greek Salad,"feta cheese, olives, dressing, tomato, lettuce"
Chicken Biryani,"chicken, saffron, cardamom, spices, rice"
Spanish Paella,"rice, onions, saffron, peppers, seafood"
Tacos,"tortilla, salsa, lettuce, cheese"
Butter Chicken,"coconut milk, onions, curry powder, chicken"
Dim Sum,"soy sauce, pork, dumpling wrapper, shrimp, ginger"
Spring Rolls,"shrimp, cabbage, rice paper, carrots, peanut sauce"
Shawarma,"cumin, yogurt, pita, garlic"
Spanish Paella,"rice, peppers, seafood, saffron"
Japanese Ramen,"egg, noodles, broth, pork"
Pho,"chili, rice noodles, basil, broth, beef"
Butter Chicken,"onions, coconut milk, curry powder, spices"
Omelette,"cheese, butter, salt, pepper, onions"
Grilled Chicken,"chicken, garlic, seasoning, tomato"
Pad Thai,"peanut, shrimp, egg, rice noodles"
Dim Sum,"dumpling wrapper, soy sauce, shrimp, pork, ginger"
Sushi,"seaweed, salmon, rice, avocado, soy sauce"
Caesar Salad,"chicken, Caesar dressing, parmesan, croutons, lettuce"
Shawarma,"pita, yogurt, chicken, garlic, cumin"
Beef Steak,"butter, garlic, salt, beef, pepper"
Dim Sum,"pork, soy sauce, ginger, shrimp, dumpling wrapper"
Spring Rolls,"cabbage, carrots, rice paper, shrimp, peanut sauce"
Pasta Carbonara,"cheese, basil, tomato sauce, pasta"
Grilled Chicken,"seasoning, tomato, chicken, garlic"
Dim Sum,"ginger, soy sauce, pork, shrimp, dumpling wrapper"
Caesar Salad,"lettuce, croutons, Caesar dressing, parmesan, chicken"
Omelette,"butter, onions, pepper, cheese, salt, eggs"
BBQ Ribs,"pork, BBQ sauce, spices, brown sugar, garlic"
Pasta Carbonara,"basil, cheese, pasta, tomato sauce, olive oil"
Spring Rolls,"peanut sauce, carrots, rice paper, cabbage"
Tacos,"salsa, lettuce, cheese, tortilla, beef"
Dim Sum,"pork, dumpling wrapper, shrimp, soy sauce"
Cereal,"nuts, oats, fruits, honey, milk"
Lasagna,"pasta, ground beef, onion, garlic"
Beef Steak,"garlic, pepper, butter, salt"
Japanese Ramen,"noodles, scallions, egg, pork, ginger, broth"
Lasagna,"garlic, tomato sauce, ground beef, cheese"
Spanish Paella,"seafood, peppers, onions, rice, saffron"
Caesar Salad,"lettuce, croutons, parmesan, chicken, Caesar dressing"
Turkey Sandwich,"cheese, tomato, lettuce, turkey, bread, mayonnaise"
Beef Steak,"garlic, beef, salt, pepper, butter"
Omelette,"cheese, butter, salt, eggs, pepper, onions"
Greek Salad,"cucumber, feta cheese, olives, lettuce, tomato"
Spanish Paella,"onions, seafood, peppers, saffron, rice"
Omelette,"onions, pepper, cheese, butter, salt, eggs"
Shawarma,"garlic, yogurt, chicken, pita"
Pad Thai,"shrimp, lime, peanut, egg, rice noodles"
Spring Rolls,"cabbage, carrots, shrimp, peanut sauce"
Pasta Carbonara,"basil, olive oil, tomato sauce, pasta"
Beef Steak,"garlic, butter, salt, pepper, beef"
Clam Chowder,"clam, cream, potato, onion, celery"
Pad Thai,"peanut, egg, rice noodles, shrimp, lime"
Chicken Biryani,"saffron, chicken, cardamom, spices"
Butter Chicken,"spices, curry powder, onions, chicken, coconut milk"
Greek Salad,"tomato, lettuce, feta cheese, olives"
Spanish Paella,"onions, peppers, rice, seafood"
Grilled Chicken,"seasoning, garlic, lettuce, chicken, tomato"
Clam Chowder,"cream, onion, potato, celery, clam"
Cereal,"milk, oats, fruits, honey, nuts"
Spanish Paella,"seafood, peppers, rice, saffron, onions"
Shawarma,"pita, garlic, cumin, yogurt, chicken"
Japanese Ramen,"egg, broth, pork, ginger, scallions, noodles"
Turkey Sandwich,"cheese, tomato, lettuce, bread, turkey"
Chicken Biryani,"chicken, cardamom, spices, yogurt, saffron"
Caesar Salad,"Caesar dressing, lettuce, croutons, chicken, parmesan"
Shawarma,"cumin, yogurt, chicken, pita, garlic"
Clam Chowder,"onion, cream, celery, clam, potato"
BBQ Ribs,"BBQ sauce, spices, garlic, brown sugar"
Caesar Salad,"croutons, lettuce, parmesan, Caesar dressing, chicken"
BBQ Ribs,"spices, brown sugar, garlic, BBQ sauce, pork"
Pad Thai,"peanut, lime, rice noodles, shrimp"
Cereal,"nuts, oats, milk, honey, fruits"
Pancakes,"vanilla, sugar, milk, butter"
Caesar Salad,"lettuce, parmesan, Caesar dressing, chicken"
BBQ Ribs,"BBQ sauce, spices, brown sugar, garlic, pork"
Beef Steak,"pepper, butter, beef, salt"
Chicken Biryani,"spices, yogurt, chicken, cardamom"
Greek Salad,"olives, tomato, cucumber, dressing"
BBQ Ribs,"BBQ sauce, spices, garlic, brown sugar"
Tacos,"tortilla, salsa, beef, lettuce"
Japanese Ramen,"noodles, broth, pork, egg, scallions"
Dim Sum,"soy sauce, shrimp, ginger, pork, dumpling wrapper"
Pasta Carbonara,"cheese, olive oil, basil, tomato sauce, pasta"
Spanish Paella,"seafood, peppers, saffron, onions"
Chicken Biryani,"yogurt, chicken, cardamom, spices, rice, saffron"
Beef Steak,"garlic, salt, butter, pepper, beef"
Turkey Sandwich,"tomato, cheese, lettuce, turkey, mayonnaise, bread"
Grilled Chicken,"seasoning, garlic, chicken, lettuce, tomato"
Pad Thai,"peanut, lime, rice noodles, egg"
Pasta Carbonara,"cheese, tomato sauce, olive oil, pasta, basil"
Greek Salad,"olives, lettuce, feta cheese, cucumber"
Tacos,"lettuce, beef, tortilla, cheese"
Cereal,"fruits, honey, milk, oats, nuts"
Greek Salad,"feta cheese, lettuce, olives, dressing, tomato"
Greek Salad,"dressing, cucumber, feta cheese, lettuce, olives, tomato"
Pad Thai,"rice noodles, lime, shrimp, peanut, egg"
Pho,"chili, lime, rice noodles, basil, broth"
Cereal,"nuts, fruits, oats, milk"
Turkey Sandwich,"bread, cheese, tomato, turkey"
Greek Salad,"tomato, dressing, feta cheese, lettuce"
Dim Sum,"dumpling wrapper, shrimp, pork, ginger, soy sauce"
Dim Sum,"shrimp, dumpling wrapper, ginger, pork, soy sauce"
Japanese Ramen,"egg, scallions, pork, broth"
Shawarma,"yogurt, garlic, pita, chicken"
Spanish Paella,"rice, seafood, onions, saffron, peppers"
Chicken Biryani,"cardamom, chicken, yogurt, spices, saffron"
Dim Sum,"dumpling wrapper, pork, shrimp, ginger"
Caesar Salad,"chicken, parmesan, lettuce, Caesar dressing, croutons"
Pho,"beef, broth, basil, lime, chili, rice noodles"
Pad Thai,"shrimp, egg, rice noodles, peanut, lime"
Pancakes,"milk, vanilla, eggs, flour, butter"
Butter Chicken,"coconut milk, chicken, onions, spices, curry powder"
Turkey Sandwich,"bread, mayonnaise, turkey, tomato, lettuce"
Pho,"beef, broth, basil, rice noodles, lime, chili"
Beef Steak,"pepper, butter, garlic, beef, salt"
Japanese Ramen,"egg, ginger, broth, scallions, pork"
Greek Salad,"feta cheese, dressing, lettuce, tomato"
Pho,"rice noodles, beef, chili, lime, basil"
Omelette,"onions, eggs, butter, pepper, cheese, salt"
Lasagna,"pasta, onion, ground beef, tomato sauce, cheese, garlic"
Sushi,"seaweed, avocado, soy sauce, salmon"
Omelette,"pepper, butter, cheese, onions, eggs, salt"
Dim Sum,"dumpling wrapper, soy sauce, pork, ginger, shrimp"
Pho,"rice noodles, chili, lime, broth"
Sushi,"seaweed, rice, avocado, salmon"
Spring Rolls,"rice paper, shrimp, cabbage, carrots, peanut sauce"
Shawarma,"yogurt, pita, chicken, garlic"
Pasta Carbonara,"tomato sauce, pasta, cheese, basil, olive oil"
Caesar Salad,"Caesar dressing, croutons, lettuce, parmesan, chicken"
Spring Rolls,"cabbage, peanut sauce, carrots, shrimp, rice paper"
Pancakes,"sugar, milk, vanilla, eggs, butter"
Omelette,"eggs, butter, cheese, pepper"
Chicken Biryani,"spices, cardamom, chicken, saffron"
Pho,"broth, rice noodles, beef, chili"
Clam Chowder,"celery, potato, onion, clam"
Shawarma,"pita, garlic, cumin, chicken"
Dim Sum,"dumpling wrapper, shrimp, soy sauce, ginger, pork"
Clam Chowder,"celery, potato, cream, onion, clam"
Butter Chicken,"onions, chicken, curry powder, spices, coconut milk"
Grilled Chicken,"chicken, seasoning, lettuce, garlic, tomato"
Lasagna,"garlic, pasta, cheese, tomato sauce"
Omelette,"eggs, cheese, salt, butter, pepper, onions"
Shawarma,"yogurt, cumin, pita, garlic, chicken"
Japanese Ramen,"scallions, egg, broth, pork"
Pasta Carbonara,"cheese, olive oil, tomato sauce, pasta"
Pancakes,"butter, milk, sugar, vanilla, flour, eggs"
Beef Steak,"butter, pepper, beef, garlic, salt"
Turkey Sandwich,"cheese, lettuce, bread, tomato, mayonnaise"
Pasta Carbonara,"olive oil, tomato sauce, pasta, cheese, basil"
Grilled Chicken,"garlic, seasoning, tomato, chicken, lettuce"
Dim Sum,"shrimp, pork, ginger, soy sauce, dumpling wrapper"
Pad Thai,"egg, lime, shrimp, peanut, rice noodles"
Greek Salad,"feta cheese, olives, dressing, lettuce"
