Dish Name,Ingredients,Cluster,Cluster_Label
lasagna,"onion, ground beef, cheese, pasta, tomato sauce",1,Desserts & Pastries
pancakes,"milk, vanilla, eggs, flour, sugar, butter",0,Salads & Wraps
japanese ramen,"egg, noodles, broth, ginger",4,Asian & Stir Fry
greek salad,"olives, lettuce, tomato, dressing, feta cheese, cucumber",6,Grilled & Roasted
omelette,"cheese, onions, eggs, pepper, salt",5,Breakfast & Brunch
omelette,"butter, onions, cheese, pepper",5,Breakfast & Brunch
lasagna,"garlic, cheese, pasta, tomato sauce, ground beef",1,Desserts & Pastries
tacos,"salsa, lettuce, cheese, beef",6,Grilled & Roasted
pancakes,"vanilla, milk, sugar, butter, flour, egg",0,Salads & Wraps
chicken biryani,"saffron, rice, yogurt, spices, cardamom, chicken",2,Curries & Stews
turkey sandwich,"cheese, lettuce, turkey, tomato, bread",6,Grilled & Roasted
pho,"chili, lime, rice noodles, beef, broth, basil",3,Baked Dishes
chicken biryani,"yogurt, cardamom, spices, saffron, chicken, rice",2,Curries & Stews
greek salad,"cucumber, feta cheese, tomato, dressing",6,Grilled & Roasted
greek salad,"dressing, cucumber, feta cheese, olives, lettuce, tomato",6,Grilled & Roasted
pancakes,"flour, milk, butter, sugar, eggs, vanilla",0,Salads & Wraps
pancakes,"sugar, butter, eggs, vanilla, flour, milk",0,Salads & Wraps
lasagna,"pasta, tomato sauce, ground beef, onion, cheese, garlic",1,Desserts & Pastries
sushi,"avocado, salmon, soy sauce, seaweed",2,Curries & Stews
butter chicken,"spices, curry powder, chicken, onions, coconut milk",2,Curries & Stews
chicken biryani,"yogurt, spices, rice, chicken, cardamom, saffron",2,Curries & Stews
dim sum,"ginger, pork, shrimp, soy sauce, dumpling wrapper",4,Asian & Stir Fry
grilled chicken,"lettuce, seasoning, garlic, chicken",6,Grilled & Roasted
butter chicken,"coconut milk, chicken, curry powder, spice",2,Curries & Stews
butter chicken,"chicken, coconut milk, onions, spice",2,Curries & Stews
japanese ramen,"ginger, scallions, egg, noodle",4,Asian & Stir Fry
chicken biryani,"cardamom, spices, yogurt, chicken, rice",2,Curries & Stews
cereal,"honey, milk, fruits, oats, nut",0,Salads & Wraps
pho,"beef, broth, chili, basil",3,Baked Dishes
turkey sandwich,"bread, turkey, tomato, mayonnaise, cheese, lettuce",6,Grilled & Roasted
omelette,"butter, salt, onions, pepper, cheese, egg",5,Breakfast & Brunch
pasta carbonara,"olive oil, cheese, basil, pasta",1,Desserts & Pastries
greek salad,"cucumber, lettuce, olives, tomato",6,Grilled & Roasted
japanese ramen,"scallions, pork, egg, ginger, broth, noodle",4,Asian & Stir Fry
chicken biryani,"cardamom, chicken, rice, saffron, spices, yogurt",2,Curries & Stews
pho,"chili, lime, beef, broth, rice noodles, basil",3,Baked Dishes
spring rolls,"peanut sauce, carrots, rice paper, shrimp",3,Baked Dishes
chicken biryani,"rice, chicken, saffron, spice",2,Curries & Stews
dim sum,"ginger, soy sauce, dumpling wrapper, shrimp",4,Asian & Stir Fry
greek salad,"olives, lettuce, tomato, dressing",6,Grilled & Roasted
dim sum,"soy sauce, dumpling wrapper, shrimp, pork",4,Asian & Stir Fry
greek salad,"feta cheese, lettuce, cucumber, dressing, olive",6,Grilled & Roasted
sushi,"salmon, seaweed, rice, avocado",2,Curries & Stews
pho,"chili, lime, basil, rice noodles, broth, beef",3,Baked Dishes
greek salad,"cucumber, tomato, olives, dressing, lettuce, feta cheese",6,Grilled & Roasted
pad thai,"shrimp, egg, rice noodles, lime, peanut",3,Baked Dishes
pad thai,"rice noodles, shrimp, peanut, egg, lime",3,Baked Dishes
spring rolls,"carrots, cabbage, rice paper, shrimp",3,Baked Dishes
turkey sandwich,"cheese, bread, tomato, mayonnaise, turkey",6,Grilled & Roasted
omelette,"butter, eggs, salt, pepper, onions, cheese",5,Breakfast & Brunch
turkey sandwich,"mayonnaise, turkey, tomato, lettuce, bread",6,Grilled & Roasted
omelette,"onions, eggs, salt, butter, pepper",5,Breakfast & Brunch
japanese ramen,"ginger, broth, scallions, pork",4,Asian & Stir Fry
omelette,"salt, cheese, pepper, butter, egg",5,Breakfast & Brunch
chicken biryani,"saffron, cardamom, chicken, yogurt",2,Curries & Stews
caesar salad,"croutons, lettuce, parmesan, chicken, caesar dressing",6,Grilled & Roasted
pasta carbonara,"cheese, olive oil, tomato sauce, pasta, basil",1,Desserts & Pastries
omelette,"pepper, butter, onions, eggs, salt, cheese",5,Breakfast & Brunch
chicken biryani,"yogurt, rice, saffron, chicken, cardamom",2,Curries & Stews
japanese ramen,"ginger, noodles, pork, egg, broth, scallion",4,Asian & Stir Fry
greek salad,"feta cheese, olives, cucumber, tomato",6,Grilled & Roasted
chicken biryani,"chicken, yogurt, cardamom, saffron, rice",2,Curries & Stews
turkey sandwich,"mayonnaise, cheese, tomato, turkey, bread, lettuce",6,Grilled & Roasted
lasagna,"onion, pasta, cheese, tomato sauce, ground beef",1,Desserts & Pastries
japanese ramen,"noodles, egg, pork, ginger, broth",4,Asian & Stir Fry
pancakes,"sugar, eggs, flour, vanilla, milk, butter",0,Salads & Wraps
cereal,"milk, honey, nuts, fruits, oat",0,Salads & Wraps
omelette,"onions, eggs, cheese, butter, pepper",5,Breakfast & Brunch
chicken biryani,"saffron, chicken, yogurt, spice",2,Curries & Stews
japanese ramen,"egg, broth, ginger, noodles, scallions, pork",4,Asian & Stir Fry
turkey sandwich,"cheese, turkey, bread, lettuce, tomato, mayonnaise",6,Grilled & Roasted
turkey sandwich,"lettuce, turkey, bread, mayonnaise, cheese",6,Grilled & Roasted
grilled chicken,"garlic, lettuce, seasoning, tomato, chicken",6,Grilled & Roasted
greek salad,"cucumber, dressing, olives, lettuce, tomato, feta cheese",6,Grilled & Roasted
beef steak,"butter, pepper, garlic, beef",5,Breakfast & Brunch
greek salad,"dressing, tomato, lettuce, feta cheese, olive",6,Grilled & Roasted
japanese ramen,"egg, scallions, pork, broth, ginger, noodle",4,Asian & Stir Fry
chicken biryani,"rice, cardamom, spices, saffron, yogurt",2,Curries & Stews
lasagna,"pasta, garlic, ground beef, tomato sauce, cheese",1,Desserts & Pastries
japanese ramen,"noodles, broth, ginger, pork, egg, scallion",4,Asian & Stir Fry
pasta carbonara,"tomato sauce, pasta, olive oil, cheese",1,Desserts & Pastries
pancakes,"eggs, sugar, milk, butter, flour, vanilla",0,Salads & Wraps
greek salad,"feta cheese, lettuce, cucumber, tomato",6,Grilled & Roasted
japanese ramen,"pork, scallions, broth, egg",4,Asian & Stir Fry
greek salad,"dressing, olives, cucumber, lettuce",6,Grilled & Roasted
greek salad,"olives, dressing, cucumber, lettuce, tomato, feta cheese",6,Grilled & Roasted
bbq ribs,"pork, bbq sauce, brown sugar, spice",2,Curries & Stews
lasagna,"cheese, ground beef, garlic, onion",1,Desserts & Pastries
japanese ramen,"broth, scallions, pork, noodle",4,Asian & Stir Fry
chicken biryani,"rice, spices, chicken, cardamom",2,Curries & Stews
clam chowder,"cream, potato, onion, celery",1,Desserts & Pastries
japanese ramen,"pork, ginger, scallions, noodles, broth, egg",4,Asian & Stir Fry
greek salad,"cucumber, olives, dressing, tomato, feta cheese",6,Grilled & Roasted
spring rolls,"cabbage, peanut sauce, carrots, shrimp",3,Baked Dishes
pancakes,"milk, sugar, vanilla, flour",0,Salads & Wraps
cereal,"fruits, honey, oats, milk",0,Salads & Wraps
greek salad,"feta cheese, olives, lettuce, dressing, cucumber",6,Grilled & Roasted
omelette,"onions, eggs, pepper, cheese, butter, salt",5,Breakfast & Brunch
pancakes,"butter, flour, sugar, vanilla, egg",0,Salads & Wraps
pad thai,"shrimp, egg, rice noodles, lime",3,Baked Dishes
pho,"chili, lime, basil, broth",3,Baked Dishes
lasagna,"pasta, cheese, onion, garlic, ground beef, tomato sauce",1,Desserts & Pastries
japanese ramen,"pork, ginger, noodles, broth",4,Asian & Stir Fry
lasagna,"onion, garlic, cheese, ground beef",1,Desserts & Pastries
turkey sandwich,"lettuce, bread, cheese, turkey",6,Grilled & Roasted
turkey sandwich,"mayonnaise, cheese, turkey, tomato, lettuce",6,Grilled & Roasted
butter chicken,"curry powder, chicken, onions, spices, coconut milk",2,Curries & Stews
japanese ramen,"ginger, egg, scallions, broth, pork",4,Asian & Stir Fry
lasagna,"onion, pasta, cheese, garlic, ground beef",1,Desserts & Pastries
pancakes,"flour, milk, butter, vanilla, sugar",0,Salads & Wraps
pancakes,"milk, vanilla, eggs, sugar, butter, flour",0,Salads & Wraps
chicken biryani,"yogurt, cardamom, rice, spices, saffron, chicken",2,Curries & Stews
turkey sandwich,"lettuce, bread, cheese, tomato",6,Grilled & Roasted
sushi,"avocado, salmon, rice, seaweed",2,Curries & Stews
cereal,"honey, oats, fruits, nut",0,Salads & Wraps
greek salad,"olives, dressing, cucumber, lettuce, feta cheese, tomato",6,Grilled & Roasted
pasta carbonara,"pasta, basil, olive oil, tomato sauce",1,Desserts & Pastries
clam chowder,"clam, onion, cream, celery",1,Desserts & Pastries
chicken biryani,"saffron, cardamom, yogurt, chicken, rice, spice",2,Curries & Stews
chicken biryani,"yogurt, spices, cardamom, rice, chicken, saffron",2,Curries & Stews
beef steak,"salt, garlic, pepper, butter, beef",5,Breakfast & Brunch
pancakes,"flour, sugar, vanilla, butter, eggs, milk",0,Salads & Wraps
omelette,"salt, pepper, butter, cheese, eggs, onion",5,Breakfast & Brunch
turkey sandwich,"tomato, turkey, mayonnaise, lettuce, bread, cheese",6,Grilled & Roasted
pho,"lime, broth, basil, beef, chili",3,Baked Dishes
japanese ramen,"broth, egg, scallions, ginger, pork, noodle",4,Asian & Stir Fry
tacos,"salsa, cheese, beef, tortilla",6,Grilled & Roasted
omelette,"salt, butter, eggs, onions, cheese, pepper",5,Breakfast & Brunch
pancakes,"eggs, butter, flour, sugar",0,Salads & Wraps
lasagna,"cheese, garlic, pasta, ground beef, tomato sauce",1,Desserts & Pastries
greek salad,"feta cheese, dressing, olives, tomato, lettuce",6,Grilled & Roasted
tacos,"beef, cheese, lettuce, salsa, tortilla",6,Grilled & Roasted
grilled chicken,"seasoning, tomato, chicken, garlic, lettuce",6,Grilled & Roasted
omelette,"pepper, onions, cheese, eggs, butter, salt",5,Breakfast & Brunch
turkey sandwich,"tomato, mayonnaise, turkey, cheese, lettuce, bread",6,Grilled & Roasted
turkey sandwich,"tomato, cheese, turkey, lettuce, mayonnaise, bread",6,Grilled & Roasted
pho,"broth, beef, lime, basil, rice noodles, chili",3,Baked Dishes
greek salad,"lettuce, olives, dressing, tomato",6,Grilled & Roasted
spanish paella,"seafood, rice, saffron, onions, pepper",2,Curries & Stews
chicken biryani,"cardamom, yogurt, saffron, chicken",2,Curries & Stews
omelette,"cheese, eggs, onions, salt, butter, pepper",5,Breakfast & Brunch
omelette,"eggs, onions, salt, pepper, butter, cheese",5,Breakfast & Brunch
greek salad,"lettuce, dressing, olives, cucumber, tomato",6,Grilled & Roasted
chicken biryani,"chicken, rice, cardamom, saffron, spice",2,Curries & Stews
chicken biryani,"spices, cardamom, rice, chicken",2,Curries & Stews
lasagna,"onion, pasta, tomato sauce, garlic, cheese, ground beef",1,Desserts & Pastries
pancakes,"flour, eggs, butter, milk, vanilla, sugar",0,Salads & Wraps
chicken biryani,"rice, yogurt, cardamom, saffron, spice",2,Curries & Stews
pancakes,"eggs, milk, flour, butter, vanilla, sugar",0,Salads & Wraps
dim sum,"dumpling wrapper, soy sauce, pork, ginger, shrimp",4,Asian & Stir Fry
bbq ribs,"bbq sauce, pork, garlic, brown sugar",2,Curries & Stews
chicken biryani,"spices, cardamom, yogurt, saffron",2,Curries & Stews
chicken biryani,"cardamom, rice, chicken, yogurt, spices, saffron",2,Curries & Stews
shawarma,"yogurt, pita, chicken, garlic, cumin",2,Curries & Stews
pasta carbonara,"pasta, tomato sauce, basil, cheese, olive oil",1,Desserts & Pastries
pho,"broth, chili, lime, rice noodles, beef, basil",3,Baked Dishes
pasta carbonara,"olive oil, tomato sauce, basil, cheese",1,Desserts & Pastries
spring rolls,"carrots, rice paper, cabbage, peanut sauce",3,Baked Dishes
omelette,"pepper, cheese, butter, salt, egg",5,Breakfast & Brunch
beef steak,"garlic, beef, salt, pepper, butter",5,Breakfast & Brunch
japanese ramen,"ginger, scallions, broth, noodles, egg",4,Asian & Stir Fry
turkey sandwich,"lettuce, mayonnaise, bread, tomato",6,Grilled & Roasted
japanese ramen,"egg, broth, scallions, ginger, noodles, pork",4,Asian & Stir Fry
lasagna,"tomato sauce, onion, ground beef, pasta",1,Desserts & Pastries
turkey sandwich,"tomato, lettuce, mayonnaise, cheese, turkey",6,Grilled & Roasted
chicken biryani,"spices, rice, chicken, saffron, cardamom, yogurt",2,Curries & Stews
turkey sandwich,"bread, mayonnaise, cheese, lettuce, turkey, tomato",6,Grilled & Roasted
pancakes,"milk, eggs, flour, sugar",0,Salads & Wraps
spanish paella,"saffron, seafood, onions, pepper",2,Curries & Stews
spring rolls,"rice paper, cabbage, carrots, peanut sauce",3,Baked Dishes
pancakes,"vanilla, milk, eggs, sugar, butter",0,Salads & Wraps
shawarma,"chicken, pita, garlic, yogurt",2,Curries & Stews
lasagna,"garlic, onion, pasta, tomato sauce, cheese",1,Desserts & Pastries
tacos,"lettuce, cheese, beef, salsa",6,Grilled & Roasted
lasagna,"ground beef, pasta, onion, cheese, tomato sauce",1,Desserts & Pastries
lasagna,"ground beef, onion, garlic, cheese, tomato sauce",1,Desserts & Pastries
pho,"beef, broth, basil, rice noodles, chili",3,Baked Dishes
greek salad,"feta cheese, olives, lettuce, cucumber, tomato",6,Grilled & Roasted
greek salad,"tomato, feta cheese, lettuce, olives, dressing, cucumber",6,Grilled & Roasted
beef steak,"salt, pepper, garlic, butter",5,Breakfast & Brunch
pancakes,"vanilla, eggs, butter, milk, flour, sugar",0,Salads & Wraps
lasagna,"pasta, cheese, garlic, onion, tomato sauce, ground beef",1,Desserts & Pastries
grilled chicken,"lettuce, seasoning, tomato, garlic",6,Grilled & Roasted
japanese ramen,"pork, ginger, scallions, broth",4,Asian & Stir Fry
caesar salad,"croutons, parmesan, chicken, caesar dressing",6,Grilled & Roasted
japanese ramen,"scallions, noodles, egg, ginger",4,Asian & Stir Fry
beef steak,"pepper, butter, garlic, beef, salt",5,Breakfast & Brunch
pancakes,"flour, sugar, vanilla, eggs, butter, milk",0,Salads & Wraps
pad thai,"shrimp, peanut, egg, rice noodle",3,Baked Dishes
cereal,"fruits, oats, milk, honey, nut",0,Salads & Wraps
japanese ramen,"egg, scallions, ginger, broth",4,Asian & Stir Fry
chicken biryani,"chicken, yogurt, rice, saffron",2,Curries & Stews
pho,"basil, broth, beef, lime, chili, rice noodle",3,Baked Dishes
pho,"broth, chili, beef, rice noodles, basil, lime",3,Baked Dishes
omelette,"butter, onions, cheese, pepper, salt, egg",5,Breakfast & Brunch
pancakes,"butter, vanilla, flour, milk, sugar",0,Salads & Wraps
japanese ramen,"scallions, pork, ginger, noodles, egg, broth",4,Asian & Stir Fry
japanese ramen,"noodles, scallions, pork, egg, broth",4,Asian & Stir Fry
chicken biryani,"spices, rice, saffron, chicken, yogurt",2,Curries & Stews
turkey sandwich,"bread, lettuce, tomato, cheese, mayonnaise, turkey",6,Grilled & Roasted
turkey sandwich,"cheese, lettuce, turkey, bread",6,Grilled & Roasted
clam chowder,"clam, onion, cream, celery, potato",1,Desserts & Pastries
pancakes,"milk, butter, eggs, flour, vanilla",0,Salads & Wraps
omelette,"pepper, eggs, cheese, salt, onions, butter",5,Breakfast & Brunch
pancakes,"butter, sugar, vanilla, egg",0,Salads & Wraps
omelette,"butter, pepper, onions, cheese, eggs, salt",5,Breakfast & Brunch
bbq ribs,"bbq sauce, garlic, pork, spice",2,Curries & Stews
greek salad,"olives, cucumber, dressing, tomato",6,Grilled & Roasted
greek salad,"dressing, feta cheese, tomato, olives, cucumber",6,Grilled & Roasted
lasagna,"onion, tomato sauce, pasta, cheese, garlic, ground beef",1,Desserts & Pastries
pancakes,"milk, flour, vanilla, eggs, butter",0,Salads & Wraps
pho,"lime, broth, beef, rice noodles, basil, chili",3,Baked Dishes
lasagna,"cheese, tomato sauce, pasta, onion, garlic, ground beef",1,Desserts & Pastries
omelette,"pepper, eggs, butter, cheese",5,Breakfast & Brunch
caesar salad,"caesar dressing, lettuce, parmesan, chicken",6,Grilled & Roasted
turkey sandwich,"mayonnaise, cheese, bread, lettuce",6,Grilled & Roasted
pho,"rice noodles, beef, broth, chili, lime, basil",3,Baked Dishes
greek salad,"dressing, cucumber, tomato, feta cheese, lettuce, olive",6,Grilled & Roasted
grilled chicken,"seasoning, garlic, chicken, tomato",6,Grilled & Roasted
beef steak,"garlic, beef, salt, butter",5,Breakfast & Brunch
turkey sandwich,"turkey, bread, cheese, tomato",6,Grilled & Roasted
butter chicken,"coconut milk, onions, spices, curry powder, chicken",2,Curries & Stews
japanese ramen,"broth, noodles, ginger, pork, egg, scallion",4,Asian & Stir Fry
pancakes,"butter, vanilla, sugar, egg",0,Salads & Wraps
omelette,"onions, pepper, salt, cheese",5,Breakfast & Brunch
omelette,"cheese, eggs, onions, pepper",5,Breakfast & Brunch
cereal,"milk, nuts, oats, fruits, honey",0,Salads & Wraps
turkey sandwich,"mayonnaise, turkey, tomato, bread, cheese",6,Grilled & Roasted
spanish paella,"peppers, onions, saffron, rice, seafood",2,Curries & Stews
lasagna,"cheese, ground beef, tomato sauce, garlic",1,Desserts & Pastries
clam chowder,"cream, onion, celery, potato",1,Desserts & Pastries
omelette,"cheese, onions, eggs, pepper, butter, salt",5,Breakfast & Brunch
bbq ribs,"pork, spices, garlic, brown sugar",2,Curries & Stews
turkey sandwich,"turkey, cheese, lettuce, tomato, mayonnaise",6,Grilled & Roasted
lasagna,"tomato sauce, cheese, garlic, pasta, onion",1,Desserts & Pastries
turkey sandwich,"lettuce, turkey, cheese, tomato, bread, mayonnaise",6,Grilled & Roasted
omelette,"eggs, salt, cheese, onions, butter, pepper",5,Breakfast & Brunch
pasta carbonara,"cheese, pasta, tomato sauce, olive oil",1,Desserts & Pastries
dim sum,"ginger, dumpling wrapper, soy sauce, pork",4,Asian & Stir Fry
pancakes,"butter, flour, vanilla, sugar",0,Salads & Wraps
bbq ribs,"bbq sauce, spices, pork, garlic",2,Curries & Stews
pho,"beef, broth, lime, rice noodle",3,Baked Dishes
grilled chicken,"seasoning, chicken, tomato, lettuce, garlic",6,Grilled & Roasted
pancakes,"milk, eggs, flour, vanilla, butter",0,Salads & Wraps
omelette,"butter, cheese, eggs, onion",5,Breakfast & Brunch
caesar salad,"croutons, chicken, lettuce, parmesan",6,Grilled & Roasted
chicken biryani,"rice, cardamom, saffron, chicken",2,Curries & Stews
turkey sandwich,"cheese, lettuce, mayonnaise, turkey, bread",6,Grilled & Roasted
cereal,"honey, oats, milk, fruits, nut",0,Salads & Wraps
chicken biryani,"yogurt, spices, chicken, saffron, rice, cardamom",2,Curries & Stews
lasagna,"tomato sauce, ground beef, cheese, garlic, onion, pasta",1,Desserts & Pastries
lasagna,"ground beef, pasta, garlic, tomato sauce",1,Desserts & Pastries
turkey sandwich,"mayonnaise, bread, lettuce, tomato, cheese, turkey",6,Grilled & Roasted
turkey sandwich,"tomato, cheese, mayonnaise, bread, turkey",6,Grilled & Roasted
